,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
TXNDC12,-0.07011122,-0.0019444091,3.2760234,-0.045292247,-0.055026814,6.005556,-0.058546174,-0.0011387225,-0.033348974,3.11934,-0.05690325,-0.04461742,6.652742,-0.020918071,4.7103815,6.661557
ODC1,-0.069766976,-0.0019268199,3.2691424,-0.045120556,-0.054795187,5.9809217,-0.058306158,-0.0011284857,-0.033242576,3.110553,-0.056738503,-0.04451108,6.640585,-0.020937726,4.698086,6.645004
GM24044,-0.06930467,-0.004456054,0.11385477,-0.04408469,-0.06840567,7.51912,-0.057994917,-0.014398466,-0.020894181,4.0521293,-0.06564308,-0.05016264,7.7015004,-0.025470514,5.6187515,7.3161993
CRAMP1L,-0.07483598,-0.0023545723,3.2379496,-0.04807979,-0.059569925,6.4533486,-0.061748456,-0.0021998552,-0.03483095,3.3914292,-0.060714535,-0.047990803,7.1570435,-0.022680439,5.0544825,7.0830503
YAF2,-0.074884616,-0.0021935739,3.2760615,-0.048547506,-0.05967829,6.455846,-0.062232107,-0.0022524886,-0.0349519,3.3462093,-0.060456824,-0.047603186,7.1308384,-0.022849197,5.0531397,7.041596
SLC25A4,-0.07278495,-0.002082087,3.3620915,-0.04786987,-0.056964148,6.187516,-0.060389183,-0.0007984747,-0.03380447,3.2558498,-0.059132613,-0.04689259,6.804975,-0.021364868,4.7143817,6.831329
GM14303,-0.06930467,-0.004456054,0.11385477,-0.04408469,-0.06840567,7.51912,-0.057994917,-0.014398466,-0.020894181,4.0521293,-0.06564308,-0.05016264,7.7015004,-0.025470514,5.6187515,7.3161993
KRBA1,-0.0636711,-0.0046573346,3.1942422,-0.047662217,-0.047849204,5.7651587,-0.050097175,0.5496959,-0.030926146,2.9566262,-0.0549931,-0.042204756,5.789829,-0.013090819,4.2215276,5.7758265
MAGED1,-0.07960163,-0.0031190305,3.2084146,-0.04786407,-0.06173422,6.4116244,-0.061548334,-0.005011971,-0.03767903,3.6186404,-0.06587467,-0.052504823,7.2294364,-0.026617162,5.13523,7.1559954
PDIA6,-0.07351618,-0.0022393388,3.2636838,-0.047447804,-0.058375333,6.3357577,-0.060973227,-0.0019019406,-0.03444065,3.3192902,-0.05974883,-0.047119077,7.02678,-0.022300731,4.967553,6.9734035
PHLDA3,-0.07218365,-0.0021203607,3.2677119,-0.046638098,-0.057063818,6.205628,-0.0600041,-0.0015831598,-0.034018006,3.2401037,-0.05866848,-0.046144307,6.8836136,-0.021791628,4.8682556,6.85231
DCXR,-0.07351415,-0.0020345005,3.2825341,-0.047252506,-0.058110066,6.292715,-0.060818024,-0.0018431094,-0.034607973,3.2672195,-0.0592263,-0.046690997,6.950663,-0.022083532,4.9201155,6.90927
COL27A1,-0.07104938,-0.0020525008,3.2688816,-0.045907557,-0.05595986,6.1026015,-0.059183013,-0.0013394919,-0.03364842,3.177791,-0.0577449,-0.04530883,6.7607837,-0.021294955,4.7834926,6.7502522
POLR2K,-0.073161095,-0.00211902,3.259141,-0.046920184,-0.05780037,6.2821507,-0.0604892,-0.0017615271,-0.03437759,3.2894278,-0.059250925,-0.046685893,6.9453917,-0.021881465,4.9070835,6.9168744
FOXP1,-0.07434853,-0.0025004584,3.2956634,-0.044992004,-0.056707952,5.927675,-0.0582629,-0.0035602641,-0.03609297,3.3061512,-0.061446402,-0.04847384,6.6714344,-0.02443563,4.744534,6.689853
NOTCH1,-0.06959605,-0.0018822164,3.2759852,-0.044968773,-0.054499116,5.9507036,-0.058145583,-0.0010259171,-0.033192154,3.0873094,-0.05648447,-0.04422505,6.5984755,-0.020735318,4.670849,6.6094213
PHF14,-0.0729367,-0.0021559757,3.2675781,-0.047043033,-0.057740908,6.2741284,-0.06050602,-0.0017188322,-0.03427318,3.2842503,-0.059237864,-0.046669412,6.9532046,-0.022003628,4.916232,6.9151397
SOX15,-0.07260577,-0.0021239712,3.2618208,-0.046707273,-0.057409562,6.244771,-0.060247272,-0.0016921272,-0.03416362,3.2696815,-0.058847923,-0.04648892,6.9142027,-0.021816375,4.888214,6.8973894
PARVB,-0.072320774,-0.0021418324,3.272715,-0.046811905,-0.057221815,6.217861,-0.06020264,-0.0016257415,-0.03403528,3.2475762,-0.05884399,-0.04623437,6.9059553,-0.021903865,4.885735,6.864876
FOSL2,-0.07188364,-0.0021535926,3.2613142,-0.046361744,-0.056754787,6.1813183,-0.05976357,-0.0015372926,-0.033886004,3.2286952,-0.05837374,-0.045920532,6.8495674,-0.021573842,4.84324,6.8269672
TAF6,-0.0714019,-0.002095297,3.2719054,-0.045936607,-0.056204736,6.124118,-0.059392847,-0.0014670739,-0.033792086,3.1966267,-0.0578912,-0.045608316,6.792044,-0.021343065,4.8034253,6.781543
PURA,-0.07299564,-0.002341501,3.305488,-0.04416646,-0.05541114,5.807456,-0.05734965,-0.0032080088,-0.035676546,3.2305887,-0.06031383,-0.04747648,6.52879,-0.023825241,4.6446443,6.575178
GJB3,-0.07218773,-0.0021498052,3.2623222,-0.046621587,-0.057095658,6.2099247,-0.060048725,-0.0016118272,-0.034008585,3.2459958,-0.058659323,-0.046201397,6.8931785,-0.021773303,4.8756213,6.8636994
SNORD43,-0.06930467,-0.004456054,0.11385477,-0.04408469,-0.06840567,7.51912,-0.057994917,-0.014398466,-0.020894181,4.0521293,-0.06564308,-0.05016264,7.7015004,-0.025470514,5.6187515,7.3161993
HNRNPK,-0.07188661,-0.0020644567,3.272378,-0.04640789,-0.056732286,6.168829,-0.059763737,-0.0015115021,-0.033950496,3.2186677,-0.05837793,-0.04590557,6.842888,-0.021651592,4.840336,6.818819
MYBBP1A,-0.069999374,0.25780022,3.2116375,-0.050534524,-0.055248365,5.9904313,-0.060404845,0.025042908,-0.036185935,2.9559872,-0.058090024,-0.046541385,6.888921,-0.025352133,4.959529,6.4489527
CREB3,-0.071808375,-0.0021058815,3.254749,-0.046318516,-0.056696977,6.1753,-0.05966626,-0.0015080349,-0.03388099,3.225204,-0.05833175,-0.04588098,6.840345,-0.02154599,4.8355374,6.8230247
SLC5A11,-0.07059254,-0.0019595313,3.2745385,-0.045522094,-0.055483878,6.0520725,-0.058862787,-0.0012551064,-0.033531778,3.1524706,-0.05732671,-0.044958968,6.703351,-0.021046776,4.7407002,6.708961
ATF2,-0.07239862,-0.0021294968,3.265439,-0.046630755,-0.057221815,6.222535,-0.060090635,-0.0016355134,-0.03410862,3.2549517,-0.05877838,-0.046294,6.8966274,-0.021772387,4.8752003,6.869392
GM8355,-0.059233412,-0.0013606602,-0.00714949,-0.03875523,-0.057784155,6.515199,-0.058177102,-0.014280099,-0.0135188,3.955323,-0.059137728,-0.046723057,6.7623663,-0.019105032,5.5595994,6.784814
E2F6,-0.07166502,-0.0020681357,3.268084,-0.046242375,-0.056517437,6.153329,-0.059612278,-0.0014700147,-0.033863887,3.2138877,-0.058214158,-0.045762017,6.825681,-0.021540225,4.8256197,6.8032
KRT8,-0.07515912,-0.0024149413,3.2340841,-0.048357114,-0.059933167,6.4927874,-0.062045507,-0.002281156,-0.03490085,3.4141872,-0.06102813,-0.048263572,7.2027617,-0.022848964,5.0886335,7.119266
FOXJ3,-0.07089705,-0.001992101,3.2738228,-0.04576459,-0.05579956,6.0805264,-0.059070628,-0.0013242356,-0.033626437,3.1661985,-0.05756726,-0.045227986,6.738661,-0.02127543,4.7680774,6.7332563
TCL1,-0.07089659,-0.0020406756,3.2753131,-0.045823548,-0.055794623,6.0870996,-0.059140466,-0.0012944374,-0.033595458,3.168227,-0.05760291,-0.04518041,6.745373,-0.021198366,4.7742825,6.7385683
FGF10,-0.07425248,-0.0023738411,3.2427359,-0.04779998,-0.059031576,6.4033794,-0.061374765,-0.002096655,-0.03462253,3.3644264,-0.060251627,-0.04762856,7.100642,-0.022448488,5.017831,7.0387783
MYMX,-0.06791464,-0.0017730333,3.2777326,-0.044071596,-0.05298812,5.783456,-0.057018638,-0.0007463314,-0.03260266,2.986665,-0.055219285,-0.043098398,6.4463415,-0.020356905,4.5667253,6.4590254
ARID1A,-0.053476986,-0.0015075299,2.4238517,-0.03498778,-0.045097727,5.1296186,-0.047882836,-0.002820694,-0.024205573,2.7231383,-0.047322262,-0.036209926,5.438618,-0.01622368,3.8409178,5.5994987
HEY2,-0.072729394,-0.0021316495,3.265855,-0.04691647,-0.057526983,6.252077,-0.06034667,-0.0016809106,-0.03419776,3.269413,-0.059070796,-0.046490345,6.92815,-0.021947427,4.8990154,6.890092
GM44429,-0.071305804,-0.0034946124,0.7658393,-0.04117664,-0.06418458,6.753795,-0.05593471,-0.01373324,-0.023191718,3.7110562,-0.06422455,-0.048849516,7.923023,-0.02535086,5.4142957,7.1081614
IRF4,-0.07608926,-0.0025233333,3.2000773,-0.048830103,-0.06084342,6.5936556,-0.062581465,-0.0025564104,-0.03505394,3.48057,-0.061771385,-0.04894575,7.305167,-0.023115125,5.1560035,7.2084966
OVOL1,-0.06844412,-0.001878774,3.2667396,-0.044403218,-0.053495508,5.8609624,-0.057405423,-0.0007913839,-0.032728713,3.0300665,-0.055665787,-0.04345007,6.4979,-0.020368213,4.6031885,6.5195985
SIN3A,-0.0405432,-0.0017549396,0.9669091,-0.027728997,-0.040756207,4.7196684,-0.039905444,-0.007344879,-0.01315072,2.4364398,-0.040420726,-0.028767807,4.450348,-0.013097432,3.233894,4.546538
MIR291B,-0.06930467,-0.004456054,0.11385477,-0.04408469,-0.06840567,7.51912,-0.057994917,-0.014398466,-0.020894181,4.0521293,-0.06564308,-0.05016264,7.7015004,-0.025470514,5.6187515,7.3161993
EIF4A2,-0.06971219,-0.0019227454,3.2712727,-0.045197915,-0.054771468,5.992097,-0.058341257,-0.0010665609,-0.03320279,3.1139867,-0.056784395,-0.04445109,6.6362514,-0.02087243,4.696652,6.6465693
ZFP989,-0.06930467,-0.004456054,0.11385477,-0.04408469,-0.06840567,7.51912,-0.057994917,-0.014398466,-0.020894181,4.0521293,-0.06564308,-0.05016264,7.7015004,-0.025470514,5.6187515,7.3161993
NR2F2,-0.063365355,-0.0039334116,2.6124058,-0.037444968,-0.057528716,5.258611,-0.049824927,-0.000584963,-0.024326447,2.6038096,-0.04951926,-0.04189979,5.8298273,-0.025829779,4.1598473,6.139376
LDLRAP1,-0.07153928,-0.0072720945,3.4387648,-0.043372016,-0.052169204,5.2543855,-0.0504554,0.06813039,-0.036513906,2.4708304,-0.053291168,-0.046682104,6.4425607,-0.017494546,4.5163426,7.1509175
BAZ1A,-0.072676085,-0.0021280332,3.2631316,-0.04697655,-0.057569813,6.256359,-0.060381584,-0.0017072109,-0.034202296,3.2793984,-0.0591778,-0.0465805,6.950888,-0.022058396,4.911014,6.907149
MCM2,-0.0723917,-0.0021144846,3.2640324,-0.046569064,-0.057153363,6.218852,-0.060030602,-0.0016108054,-0.034102805,3.2496195,-0.058709115,-0.04621996,6.881654,-0.021707606,4.8650475,6.8588943
PHF12,-0.07123208,-0.002059183,3.2677288,-0.046060774,-0.05617192,6.1212564,-0.05935634,-0.0014004144,-0.033699885,3.1883352,-0.05788213,-0.045501355,6.7901096,-0.021449704,4.8057847,6.769868
POU4F2,-0.07112607,-0.0020890632,3.269641,-0.046152815,-0.056112852,6.1081314,-0.059375066,-0.0013925438,-0.03360939,3.177399,-0.057892587,-0.045408983,6.7928348,-0.02156963,4.8100624,6.75542
RARG,-0.0716266,-0.0020930842,3.2663596,-0.0462552,-0.056540344,6.1554255,-0.059588928,-0.001480447,-0.03384721,3.212784,-0.05820733,-0.045782138,6.8238144,-0.021541072,4.826557,6.808145
GLMP,-0.06909187,-0.0018366177,3.2534971,-0.0446805,-0.05414696,5.918822,-0.057670552,-0.00097482017,-0.033046793,3.063257,-0.056153238,-0.043877233,6.54553,-0.020526541,4.6270924,6.582373
CUX1,-0.073092625,-0.0057091787,2.8099787,-0.045998268,-0.055560365,6.3131175,-0.056798372,-0.0038170414,-0.035189334,3.1449974,-0.059559055,-0.041676752,7.1528482,-0.016981574,4.658106,6.6036735
FST,-0.07229542,-0.0022305143,3.2557416,-0.046747416,-0.057225898,6.2295575,-0.060147006,-0.0016382658,-0.03398304,3.2567556,-0.058782663,-0.046262212,6.9075756,-0.021788025,4.889813,6.873878
TEAD3,-0.07408503,-0.0023204987,3.247169,-0.047740135,-0.058912866,6.386091,-0.061336562,-0.002038577,-0.034583192,3.3531458,-0.060170583,-0.047549095,7.093999,-0.022482287,5.0130224,7.0294166
GAS6,-0.07354651,-0.0022485491,3.25525,-0.04746367,-0.058378804,6.330176,-0.060959704,-0.0019020989,-0.03442544,3.3172545,-0.05975908,-0.047143582,7.03453,-0.022346364,4.9725995,6.9736247
DPP4,-0.072841115,-0.0022122033,3.2552073,-0.04707793,-0.057736907,6.273074,-0.060482252,-0.0017522672,-0.034197006,3.2828767,-0.05923376,-0.04667341,6.9664936,-0.022088615,4.925619,6.916947
GM22862,-0.069752775,-0.004287747,0.42167962,-0.04744001,-0.0668562,7.3492093,-0.05832969,-0.011588233,-0.019651119,4.0286827,-0.0662102,-0.051593207,7.3167586,-0.023747034,5.032204,7.1331115
CSRP2,-0.06932579,-0.0018742952,3.270779,-0.044825025,-0.054345902,5.931943,-0.05799199,-0.0010163239,-0.0331012,3.0812867,-0.056350872,-0.044129267,6.586918,-0.020703336,4.6594615,6.6034837
KEAP1,-0.0740937,-0.0023252869,3.2465577,-0.047764458,-0.058947243,6.392798,-0.06136236,-0.0020460875,-0.034580577,3.3565593,-0.06020395,-0.04759053,7.0979238,-0.022508869,5.0172157,7.033731
RNF14,-0.073288865,-0.0021920442,3.2605078,-0.04720697,-0.05806389,6.304025,-0.060719986,-0.0018198438,-0.03436849,3.300672,-0.05948139,-0.04688103,6.986249,-0.022123806,4.938784,6.9405828
PHLDB2,-0.070797175,-0.001966106,3.2739947,-0.045654107,-0.05564248,6.0655966,-0.058948,-0.001272715,-0.033605758,3.1590812,-0.05746067,-0.04510907,6.7157836,-0.021147579,4.7516155,6.718113
KAT6B,-0.07223818,-0.002085657,3.2690296,-0.046552673,-0.057065148,6.2053485,-0.059997037,-0.0016139653,-0.034066267,3.247687,-0.058684587,-0.04619617,6.8815565,-0.021766705,4.8632684,6.85275
PER1,-0.072924376,-0.002187468,3.2583368,-0.04690462,-0.05775667,6.2776604,-0.060405593,-0.0017726476,-0.034281135,3.2864935,-0.05916775,-0.046676338,6.9438114,-0.021895047,4.9082484,6.9204497
KAT2B,-0.07440611,-0.0022858966,3.24923,-0.047771845,-0.05910162,6.4051366,-0.061406884,-0.0020777949,-0.034736916,3.3633277,-0.060322147,-0.04768767,7.097346,-0.022470705,5.014847,7.0384135
BARD1,-0.07303989,-0.0022333022,3.2581522,-0.04702107,-0.057835262,6.289994,-0.060547974,-0.001775206,-0.03427175,3.2873755,-0.059224434,-0.046687372,6.9594145,-0.021938514,4.9221935,6.923465
CRIP2,-0.0710873,-0.007153426,3.4363518,-0.042943057,-0.051745538,5.223291,-0.050139334,0.07508397,-0.036397275,2.4594402,-0.052915405,-0.04635495,6.3823533,-0.017205657,4.470967,7.113565
IRF1,-0.070414275,-0.0019286494,3.280653,-0.04548589,-0.055354465,6.027401,-0.05872771,-0.0012223759,-0.03351465,3.1427047,-0.057253797,-0.044960685,6.69643,-0.02115569,4.73609,6.6975374
EDA2R,-0.07233458,-0.0020708859,3.2725646,-0.046458825,-0.057072632,6.2061977,-0.059986018,-0.0016173149,-0.034143385,3.2469032,-0.058642235,-0.046183687,6.868148,-0.021632109,4.854098,6.855162
CHD4,-0.04463366,-0.0016173706,1.5318094,-0.030274209,-0.042459454,4.8971095,-0.042564068,-0.0057852506,-0.017173575,2.567619,-0.04289451,-0.031475056,4.7901773,-0.014257987,3.4306936,4.943178
PATJ,-0.07337384,-0.0010135396,2.8903654,-0.04414914,-0.056540288,5.775635,-0.058526464,-0.0025245177,-0.031722926,3.2391646,-0.056963637,-0.04624784,7.190625,-0.025747908,5.0629377,6.455087
ZMYM2,-0.06990551,-0.0018625712,3.274304,-0.045179095,-0.054814585,5.979995,-0.058334537,-0.0010999794,-0.03332119,3.1075258,-0.05679482,-0.044508256,6.632738,-0.020921353,4.6942945,6.636819
POLR3B,-0.069947936,-0.0020337317,3.2851834,-0.045356426,-0.05515334,6.005574,-0.058398638,-0.0011808489,-0.03342152,3.1310227,-0.057016343,-0.044648666,6.6485085,-0.02099349,4.7034173,6.678569
DNAJC10,-0.07249841,-0.0020893172,3.2678702,-0.046714798,-0.05731456,6.2276115,-0.060156208,-0.0016524135,-0.034165483,3.2602048,-0.058881726,-0.04637795,6.9045463,-0.021855475,4.879738,6.875687
BEND5,-0.0733951,-0.0022330892,3.2626972,-0.047376353,-0.058230337,6.3209133,-0.060868744,-0.0018618586,-0.034390677,3.3108754,-0.059638135,-0.04703435,7.0140123,-0.022265842,4.9591403,6.9588776
FAM129B,-0.07166175,-0.001982933,3.2758672,-0.046112854,-0.05636178,6.13474,-0.059475806,-0.0014194904,-0.03390992,3.1951046,-0.058062557,-0.045553107,6.7838326,-0.021382326,4.7972755,6.7731795
SLC25A5,-0.069040135,-0.001845402,3.2698135,-0.044654123,-0.0540404,5.9102254,-0.057718713,-0.0009172845,-0.033028457,3.063392,-0.056082714,-0.043901734,6.544268,-0.020523768,4.6325436,6.5718317
DMRT1,-0.071348086,-0.002077882,3.2632,-0.04609316,-0.056255396,6.131321,-0.059384577,-0.0013941634,-0.03371041,3.1977148,-0.057964418,-0.0455699,6.794084,-0.021414787,4.8069067,6.7786317
CTSL,-0.07300757,-0.002186772,3.2615187,-0.047153194,-0.057932124,6.2923875,-0.060611475,-0.0018197993,-0.034292243,3.2948937,-0.059403155,-0.046779346,6.9767227,-0.022119753,4.9303107,6.9349346
LAMB2,-0.07191625,-0.0020924245,3.2725081,-0.046407,-0.05676267,6.1735654,-0.05979988,-0.0015185699,-0.033934593,3.2212245,-0.058386657,-0.04592216,6.8445954,-0.0216522,4.8424616,6.8203273
AKR1B8,-0.07419521,-0.0022718504,3.221752,-0.047282565,-0.058759138,6.387035,-0.061025765,-0.0020465825,-0.034642015,3.3541787,-0.059967604,-0.04737739,7.0460663,-0.022048185,4.9728193,7.010298
DDX20,-0.07078266,-0.0019800982,3.274236,-0.045854528,-0.055746846,6.080529,-0.059058506,-0.0012767551,-0.03358221,3.1632283,-0.05760879,-0.0451486,6.7388473,-0.021298204,4.768627,6.730302
EED,-0.06780111,-0.0023405603,2.9822848,-0.043884125,-0.05519368,6.086715,-0.057231877,-0.0026314706,-0.031656656,3.2608838,-0.0569367,-0.045037393,6.730557,-0.021129718,4.728837,6.7199874
PITX2,-0.07264409,-0.0016631011,3.2718024,-0.046528544,-0.05701035,6.228823,-0.059851486,-0.0012673578,-0.03436511,3.2502804,-0.058990855,-0.04654667,6.880926,-0.02164526,4.8934116,6.8692045
POLR2E,-0.064111724,-0.004799823,3.1936448,-0.048136897,-0.048371695,5.8218117,-0.050494317,0.5412812,-0.031009508,2.9900067,-0.055479426,-0.042631336,5.856057,-0.01332461,4.271617,5.82236
ADAM19,-0.07264784,-0.0016579317,3.273902,-0.04636903,-0.056925885,6.2174997,-0.05979974,-0.0012454287,-0.034380704,3.2488868,-0.05887178,-0.046530746,6.87048,-0.02154274,4.8843546,6.8675876
KLF13,-0.07145634,-0.0020375266,3.273441,-0.04613476,-0.05631332,6.124621,-0.0594684,-0.0014162567,-0.03381842,3.1910024,-0.058012046,-0.04558652,6.8034124,-0.021485396,4.812558,6.7835183
GTF2A1L,-0.07428481,-0.0022793363,3.2486877,-0.047756016,-0.05901586,6.397777,-0.061359584,-0.0020434887,-0.034675267,3.3574216,-0.06024582,-0.047609005,7.087779,-0.022463195,5.009638,7.02967
KLF8,-0.07280649,-0.0021636297,3.2562392,-0.046716437,-0.05756045,6.2649026,-0.060277846,-0.0017261729,-0.034239467,3.2783682,-0.058994316,-0.046506695,6.9164467,-0.021722073,4.888869,6.900164
IRF3,-0.06651682,-0.00408783,2.462913,-0.051115558,-0.06105434,6.30501,-0.054957382,-0.0071199643,-0.027734213,2.608724,-0.063556105,-0.03942594,6.423553,-0.02585139,4.1055355,6.7325163
ECT2,-0.069958486,-0.0019754132,3.2745311,-0.045347422,-0.05502603,6.008382,-0.05850392,-0.0011424919,-0.033312023,3.1287537,-0.057000093,-0.044630755,6.661019,-0.020945542,4.715334,6.672952
ZDHHC16,-0.07203178,-0.0020544725,3.2680688,-0.046376873,-0.05682651,6.182755,-0.059775375,-0.0015310193,-0.034010492,3.2310674,-0.05846242,-0.045984693,6.8458004,-0.021603245,4.838482,6.827982
RAD54B,-0.07271494,-0.002141565,3.2623787,-0.046895526,-0.057579152,6.2567472,-0.060349118,-0.0017233775,-0.034196425,3.2762454,-0.059106715,-0.04655442,6.9370427,-0.021981461,4.901985,6.901207
ABT1,-0.07498845,-0.002352371,3.2405283,-0.048310604,-0.059837036,6.485872,-0.06196963,-0.0022792125,-0.0348954,3.41111,-0.060962074,-0.048202973,7.1900454,-0.022890944,5.081399,7.1079273
AGAP3,-0.07573469,-0.0024977452,3.2264264,-0.048807528,-0.06056212,6.5504274,-0.06249791,-0.0024299673,-0.035040375,3.448011,-0.061546195,-0.048737258,7.2787848,-0.023165304,5.1435375,7.1774783
COIL,-0.070688926,-0.0019709999,3.2700047,-0.045576457,-0.055597782,6.062928,-0.058855288,-0.0012804958,-0.03358253,3.1602993,-0.057421975,-0.045087934,6.7135696,-0.02112381,4.746439,6.7191787
GM15181,-0.06930467,-0.004456054,0.11385477,-0.04408469,-0.06840567,7.51912,-0.057994917,-0.014398466,-0.020894181,4.0521293,-0.06564308,-0.05016264,7.7015004,-0.025470514,5.6187515,7.3161993
GM26092,-0.06930467,-0.004456054,0.11385477,-0.04408469,-0.06840567,7.51912,-0.057994917,-0.014398466,-0.020894181,4.0521293,-0.06564308,-0.05016264,7.7015004,-0.025470514,5.6187515,7.3161993
DDX54,-0.07167315,-0.0020447262,3.271841,-0.04621583,-0.056521744,6.1508265,-0.059601795,-0.0014649493,-0.033883043,3.2137764,-0.058220107,-0.045778435,6.819677,-0.021526732,4.8214884,6.8042192
SIRT1,-0.07240768,-0.0020870103,3.269417,-0.04661637,-0.05716944,6.216727,-0.060067255,-0.0016132195,-0.034130767,3.2498424,-0.058745272,-0.046223786,6.885941,-0.021754447,4.866974,6.8582134
MSX2,-0.06817904,-0.0018426726,3.2618384,-0.044190206,-0.053211153,5.8238997,-0.0571696,-0.00076338317,-0.032651614,3.0107894,-0.05541558,-0.04327878,6.47345,-0.020297443,4.585843,6.490825
TSG101,-0.07283661,-0.0021256357,3.2665162,-0.046892647,-0.057640214,6.261007,-0.06036504,-0.0017336806,-0.034276016,3.2782366,-0.059134874,-0.04658228,6.933627,-0.02193435,4.899297,6.9032736
AF357399,-0.06930467,-0.004456054,0.11385477,-0.04408469,-0.06840567,7.51912,-0.057994917,-0.014398466,-0.020894181,4.0521293,-0.06564308,-0.05016264,7.7015004,-0.025470514,5.6187515,7.3161993
ZFYVE21,-0.07127828,-0.0020287463,3.266681,-0.046042383,-0.056188703,6.1165533,-0.059342097,-0.0013963379,-0.033728905,3.190256,-0.05793521,-0.045508172,6.789106,-0.021440651,4.8002,6.772155
ANP32A,-0.07153861,-0.005504059,2.8227265,-0.04517227,-0.054108586,6.1703014,-0.055721283,-0.0034175657,-0.03472892,3.0566468,-0.05840706,-0.04060669,6.9890738,-0.016494138,4.5482078,6.4688745
SLC26A10,-0.07660814,-0.0025978738,3.2149327,-0.04950738,-0.061536144,6.6447954,-0.06316676,-0.0026663565,-0.03525683,3.5045,-0.062350266,-0.04954202,7.397651,-0.023638908,5.2223463,7.267935
LY6G6E,-0.07049178,-0.0019624995,3.2747004,-0.045480303,-0.05538994,6.0408354,-0.058813564,-0.0012335747,-0.033486806,3.1434636,-0.057204384,-0.044878844,6.6943173,-0.02102646,4.7359514,6.698264
SRI,-0.07542265,-0.002452541,3.2365558,-0.04858733,-0.06021813,6.519321,-0.062276132,-0.0023342133,-0.034963556,3.4286394,-0.06126603,-0.048499603,7.235424,-0.023012552,5.1150846,7.14405
KDM3A,-0.07068937,-0.0019587043,3.2797868,-0.045658547,-0.055591702,6.052311,-0.058998745,-0.0012818461,-0.03355133,3.1549516,-0.057424467,-0.045114283,6.7241745,-0.02125659,4.7585087,6.717338
ZFP446,-0.07204344,-0.0021552702,3.2650278,-0.046542,-0.056952786,6.1985598,-0.059931543,-0.0015763174,-0.033956286,3.2344337,-0.058515973,-0.046112955,6.8787556,-0.021748018,4.867405,6.8477435
NCOA3,-0.06395219,-0.0071120122,3.4580247,-0.04260134,-0.04857571,5.7016497,-0.05850427,-0.00021938543,-0.02703177,2.7520087,-0.05143737,-0.03777563,6.5213637,-0.017355109,4.944274,6.1514387
ATF5,-0.07155821,-0.002058298,3.2663414,-0.04614297,-0.056493644,6.1536818,-0.05952686,-0.0014720805,-0.03385681,3.2160702,-0.058177765,-0.04574809,6.815926,-0.021443835,4.8156605,6.8123064
PSIP1,-0.06910116,-0.0017927658,3.2810016,-0.044693206,-0.054019317,5.901203,-0.057777513,-0.00091883115,-0.033055853,3.0560834,-0.05613373,-0.0438447,6.541348,-0.020599203,4.6308026,6.5567265
NFATC3,-0.07096816,-0.0019852824,3.2761104,-0.045911945,-0.05591204,6.0896554,-0.059154827,-0.0013337249,-0.03365984,3.1705458,-0.057706926,-0.04526191,6.7489314,-0.021325989,4.7743945,6.7424784
